post_id,title,by,score,time,url,num_comments,category
47750872,Servo is now available on crates.io,ffin,160,1776082342,https://servo.org/blog/2026/04/13/servo-0.1.0-release/,53,technology
47752819,Make Tmux Pretty and Usable,speckx,45,1776091735,https://hamvocke.com/blog/a-guide-to-customizing-your-tmux-conf/,23,technology
47746610,All elementary functions from a single binary operator,pizza,649,1776044972,https://arxiv.org/abs/2603.21852,180,technology
47750669,Android now stops you sharing your location in photos,edent,220,1776080895,https://shkspr.mobi/blog/2026/04/android-now-stops-you-sharing-your-location-in-photos/,146,technology
47751781,US appeals court declares 158-year-old home distilling ban unconstitutional,t-3,95,1776087453,https://nypost.com/2026/04/11/us-news/us-appeals-court-declares-158-year-old-home-distilling-ban-unconstitutional/,19,technology
47748064,The economics of software teams: Why most engineering orgs are flying blind,kiyanwang,309,1776059132,https://www.viktorcessan.com/the-economics-of-software-teams/,161,technology
47750821,Michigan 'digital age' bills pulled after privacy concerns raised,iamnothere,93,1776081935,https://www.thecentersquare.com/michigan/article_7ca4e268-4a68-42fb-9042-f9d8604ebd7f.html,43,technology
47751936,"Microsoft isn't removing Copilot from Windows 11, it's just renaming it",bundie,39,1776088104,https://www.neowin.net/opinions/microsoft-isnt-removing-copilot-from-windows-11-its-just-renaming-it/,23,technology
47751621,Initial mainline video capture and camera support for Rockchip RK3588,mfilion,10,1776086630,https://www.collabora.com/news-and-blog/news-and-events/mainline-video-capture-and-camera-support-for-rockchip-rk3588.html,0,technology
47745284,Taking on CUDA with ROCm: 'One Step After Another',mindcrime,225,1776033525,https://www.eetimes.com/taking-on-cuda-with-rocm-one-step-after-another/,165,technology
47741701,DIY Soft Drinks,_Microft,593,1776011923,https://blinry.org/diy-soft-drinks/,178,technology
47752884,We May Be Living Through the Most Consequential Hundred Days in Cyber History,laurex,34,1776091985,https://ringmast4r.substack.com/p/we-may-be-living-through-the-most,6,technology
47738827,Bring Back Idiomatic Design (2023),phil294,625,1775996486,https://essays.johnloeber.com/p/4-bring-back-idiomatic-design,350,technology
47742200,Show HN: boringBar – a taskbar-style dock replacement for macOS,a-ve,447,1776014744,https://boringbar.app/,250,technology
47702887,Most people can't juggle one ball,surprisetalk,439,1775738120,https://www.lesswrong.com/posts/jTGbKKGqs5EdyYoRc/most-people-can-t-juggle-one-ball,153,technology
47741527,Ask HN: What Are You Working On? (April 2026),david927,279,1776011083,,905,technology
47744540,A perfectable programming language,yuppiemephisto,177,1776028284,https://alok.github.io/lean-pages/perfectable-lean/,81,technology
47749674,Show HN: I built a social media management tool in 3 weeks with Claude and Codex,JanSchu,136,1776072416,https://github.com/brightbeanxyz/brightbean-studio,92,technology
47719490,I gave every train in New York an instrument,joshuawolk,345,1775834467,https://www.trainjazz.com/,69,technology
47750259,Point Cloud Allemansrätten,ColinWright,31,1776077710,https://digitalflapjack.com/weeknotes/point-cloud-allemansr%C3%A4tten/,4,technology
47751032,"AI could be the end of the digital wave, not the next big thing",surprisetalk,141,1776083379,https://thenextwavefutures.wordpress.com/2026/04/07/ai-end-digital-wave-technology-innovation-perez/,177,technology
47738883,Tell HN: Docker pull fails in Spain due to football Cloudflare block,littlecranky67,1046,1775996937,,380,technology
47738978,"We have a 99% email reputation, but Gmail disagrees",em-bee,312,1775997745,https://blogfontawesome.wpcomstaging.com/we-have-a-99-email-reputation-gmail-disagrees/,272,technology
47744255,I ran Gemma 4 as a local model in Codex CLI,dvaughan,165,1776026588,https://blog.danielvaughan.com/i-ran-gemma-4-as-a-local-model-in-codex-cli-7fda754dc0d4,72,technology
47739174,Show HN: Oberon System 3 runs natively on Raspberry Pi 3 (with ready SD card),Rochus,217,1775999204,https://github.com/rochus-keller/OberonSystem3Native/releases,67,technology
47737292,Is math big or small?,robinhouston,70,1775982303,https://chessapig.github.io/talks/Big-Small,26,technology
47733217,Exploiting the most prominent AI agent benchmarks,Anon84,554,1775934956,https://rdi.berkeley.edu/blog/trustworthy-benchmarks-cont/,134,technology
47747017,"Apple's accidental moat: How the ""AI Loser"" may end up winning",walterbell,337,1776048790,https://adlrocha.substack.com/p/adlrocha-how-the-ai-loser-may-end,293,technology
47748314,Programming Used to Be Free,yeputons,16,1776061479,https://purplesyringa.moe/blog/programming-used-to-be-free/,5,technology
47739313,Seven countries now generate nearly all their electricity from renewables (2024),mpweiher,630,1776000099,https://www.the-independent.com/tech/renewable-energy-solar-nepal-bhutan-iceland-b2533699.html,420,technology
47738094,JVM Options Explorer,0x54MUR41,209,1775989766,https://chriswhocodes.com/vm-options-explorer.html,99,technology
47737376,Phyphox – Physical Experiments Using a Smartphone,_Microft,244,1775983091,https://phyphox.org/,35,technology
47737542,Optimization of 32-bit Unsigned Division by Constants on 64-bit Targets,mpweiher,103,1775985270,https://arxiv.org/abs/2604.07902,13,technology
47741460,How long-distance couples use digital games to facilitate intimacy (2025),radeeyate,119,1776010679,https://arxiv.org/abs/2505.09509,37,technology
47706560,A Tour of Oodi,zdw,166,1775755659,https://blinry.org/oodi/,44,technology
47744132,Uncharted island soon to appear on nautical charts,tannhaeuser,93,1776025811,https://www.awi.de/en/about-us/service/press/single-view/unkartierte-insel-demnaechst-auf-seekarten-verzeichnet.html,49,technology
47739260,Pro Max 5x quota exhausted in 1.5 hours despite moderate usage,cmaster11,702,1775999731,https://github.com/anthropics/claude-code/issues/45756,627,technology
47750519,Galactic Algorithm,tmtvl,20,1776079632,https://en.wikipedia.org/wiki/Galactic_algorithm,0,technology
47751029,I went to America's worst national parks so you don't have to,surprisetalk,178,1776083375,https://substack.com/home/post/p-193626949,138,technology
47751265,Rockstar hackers set to release GTA 6 data breach as 'demands not met',01-_-,10,1776084756,https://www.dexerto.com/gaming/hackers-threaten-to-leak-gta-6-plans-as-deadline-set-for-rockstar-3350476/,4,technology
47749222,"Caffeine, cocaine, and painkillers detected in sharks from The Bahamas",LostMyLogin,59,1776068020,https://www.sciencedirect.com/science/article/abs/pii/S0269749126001880,49,technology
47751619,2025 Tesla Cybertruck: Regular Car Reviews [video],Topfi,8,1776086618,https://www.youtube.com/watch?v=L3oO510dyVI,0,technology
47747595,A Canonical Generalization of OBDD,luu,25,1776054375,https://arxiv.org/abs/2604.05537,13,technology
47749295,Show HN: Equirect – a Rust VR video player,greggman65,7,1776068801,https://github.com/greggman/equirect,0,technology
47743628,The peril of laziness lost,gpm,437,1776023080,https://bcantrill.dtrace.org/2026/04/12/the-peril-of-laziness-lost/,138,technology
47750522,Struggling to heat your home? How about 500 Raspberry Pi units?,cmsefton,11,1776079645,https://www.theregister.com/2025/10/03/thermify_heathub_raspberry_pi/,9,technology
47743096,"Zed, A sans for the needs of 21st century (2024)",yurivish,49,1776020106,https://www.typotheque.com/blog/zed-a-sans-for-the-needs-of-21century,18,technology
47743730,"Google removes ""Doki Doki Literature Club"" from Google Play",super256,488,1776023588,https://bsky.app/profile/serenityforge.com/post/3mj3r4nbiws2t,266,technology
47737876,"Doom, Played over Curl",creaktive,115,1775988114,https://github.com/xsawyerx/curl-doom,27,technology
47741393,Textbooks and Methods of Note-Taking in Early Modern Europe (2008),mooreds,46,1776010251,https://dash.harvard.edu/server/api/core/bitstreams/7312037d-e342-6bd4-e053-0100007fdf3b/content,0,technology
47738864,Why AI Sucks at Front End,tobr,95,1775996769,https://nerdy.dev/why-ai-sucks-at-front-end,132,technology
47743819,Basics of Radar Technology,_Microft,33,1776024099,https://www.radartutorial.eu/index.en.html,0,technology
